¶mÂí¥«°Ï,¥æ©ö¼Ðªº,¤g¦a°Ï¬q¦ì¸m©Î«Øª«°ÏªùµP,¤g¦a²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î½s©w,¥æ©ö¦~¤ë¤é,¥æ©öµ§´É¼Æ,²¾Âà¼h¦¸,Á`¼Ó¼h¼Æ,«Øª««¬ºA,¥D­n¥Î³~,¥D­n«Ø§÷,«Ø¿v§¹¦¨¦~¤ë,«Øª«²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,«Øª«²{ªp®æ§½-©Ð,«Øª«²{ªp®æ§½-ÆU,«Øª«²{ªp®æ§½-½Ã,«Øª«²{ªp®æ§½-¹j¶¡,¦³µLºÞ²z²ÕÂ´,Á`»ù¤¸,³æ»ù¨C¥­¤è¤½¤Ø,¨®¦ìÃþ§O,¨®¦ì²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,¨®¦ìÁ`»ù¤¸,³Æµù,½s¸¹
·s¥«°Ï,¤g¦a,¤jªÀ¬q1441~1470¦a¸¹,156.4,,¯S©w¹A·~°Ï,¥æ³q¥Î¦a,1051222,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,153272,980,,0.0,0,¹D¸ô¥Î¦a,RPUOMLNJNHMFFER27CA
¦w©w°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¦w©w°Ï´ä¤f301~330¸¹,75.24,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,1060402,¤g¦a2«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1041201,183.66,5,2,4,¦³,µL,6700000,36480,,0.0,0,,RPQPMLNJNHMFFER96CA
µ½¤Æ°Ï,¤g¦a,µ½¤Æ¬q2371~2400¦a¸¹,814.5,¹A,,,1060418,¤g¦a4«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,19068000,23411,,0.0,0,,RPVPMLNJNHMFFER47CA
¦è´ä°Ï,¤g¦a,¤¤¦{¬q1711~1740¦a¸¹,4.0,¹A,,,1060325,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,12100,3025,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPSNMLMLNHMFFDR96CA
¤CªÑ°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¤CªÑ°Ï¬Ý©W§ø2¾F¬Ý©W1~30¸¹,184.09,,¯S©w¹A·~°Ï,¤ô§Q¥Î¦a,1060411,¤g¦a4«Øª«1¨®¦ì0,¥þ,¤G¼h,³z¤Ñ­í,¦í®a¥Î,¥[±j¿j³y,0720514,69.7,3,1,2,¦³,µL,700000,10043,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPROMLMLNHMFFDR96CA
·s¥«°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O«n¥«·s¥«°ÏªÀ¤º121~150¸¹,32.23,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,1060327,¤g¦a1«Øª«1¨®¦ì1,¤­¼h,¤­¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1060105,98.58,2,1,2,¦³,¦³,4170000,39474,¤@¼Ó¥­­±,15.74,900000,,RPXOMLLKNHMFFER47CA
·s¥«°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«·s¥«°ÏªÀ¤º121~150¸¹,26.98,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,1060420,¤g¦a1«Øª«1¨®¦ì0,¤­¼h,¤­¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1060105,78.82,2,1,2,¦³,¦³,3310000,41994,,0.0,0,,RPPPMLLKNHMFFER76CA
·s¥«°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«·s¥«°ÏªÀ¤º121~150¸¹,26.38,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,1060420,¤g¦a1«Øª«1¨®¦ì0,¥|¼h,¤­¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1060105,81.83,2,1,2,¦³,¦³,3420000,41794,,0.0,0,,RPQPMLLKNHMFFER86CA
µ½¤Æ°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«µ½¤Æ°Ï¤p·s¨½¦¨¥\·s§ø1~30¸¹,24.37,¨ä¥L,,,1060402,¤g¦a3«Øª«1¨®¦ì0,¤T¼h,¤K¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0830923,107.58,2,2,1,¦³,¦³,2200000,20450,,0.0,0,,RPVNMLTKNHMFFER97CA
¨Î¨½°Ï,¤g¦a,¨Î¨½¬q1111~1140¦a¸¹,196.0,¦í,,,1060310,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,4380000,22347,,0.0,0,,RPQNMLMJNHMFFDR56CA
±N­x°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«±N­x°Ï¦èµØ¨½3¾F¦èµØ31~60¸¹,104.54,¦í,,,1060419,¤g¦a3«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1041103,151.48,4,2,3,¦³,µL,6000000,39609,,0.0,0,,RPSNMLNJNHMFFDR86CA
³Â¨§°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«³Â¨§°Ïªo¨®¨½ªo¨®91~120¸¹,99.92,¹A,,,1060402,¤g¦a5«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¦í®a¥Î,¨£¨ä¥Lµn°O¨Æ¶µ,1050531,188.93,6,2,5,¦³,µL,8000000,42344,,0.0,0,,RPUNMLRKNHMFFCR47CA
³Â¨§°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«³Â¨§°Ïªo¨®¨½ªo¨®91~120¸¹,129.92,¹A,,,1060406,¤g¦a5«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¦í®a¥Î,¨£¨ä¥Lµn°O¨Æ¶µ,1050531,247.42,6,2,6,¦³,µL,8700000,35163,,0.0,0,,RPVNMLRKNHMFFCR57CA
¨Î¨½°Ï,¤g¦a,­ð·ù¬q451~480¦a¸¹,1318.84,,¤u·~°Ï,¹Aªª¥Î¦a,1060327,¤g¦a3«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,6980000,5293,,0.0,0,,RPQOMLPJNHMFFDR96CA
¨Î¨½°Ï,¤g¦a,¼s¦w¬q841~870¦a¸¹,2835.94,¹A,,,1060404,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,5500000,1939,,0.0,0,,RPPNMLRJNHMFFDR96CA
¤CªÑ°Ï,¤g¦a,¤jÑL¬q451~480¦a¸¹,2956.5,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,1060404,¤g¦a5«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,5580000,1887,,0.0,0,,RPWNMLPKNHMFFDR57CA
¥Ã±d°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¥Ã±d°Ï¤j¾ô¨½¤j¾ô¤@µó211~240¸¹,78.0,¦í,,,1060328,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤G¼h,³z¤Ñ­í,¦í°Ó¥Î,¥[±j¿j³y,0730707,123.94,5,2,2,¦³,µL,7600000,61320,,0.0,0,,RPSOMLLJNHMFFHR17CA
¥Ã±d°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¥Ã±d°Ï´_µØ¨½´_µØ¤Kµó47«Ñ1~30¸¹,6.36,¦í,,,1060411,¤g¦a1«Øª«1¨®¦ì0,¤»¼h,¤»¼h,®M©Ð(1©Ð1ÆU1½Ã),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0850305,30.47,1,1,1,¦³,¦³,830000,27240,,0.0,0,,RPTOMLLJNHMFFHR27CA
¥Ã±d°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¥Ã±d°Ï³Ó§Qµó116«Ñ1~30¸¹,68.27,°Ó,,,1060327,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤G¼h,³z¤Ñ­í,¦í®a¥Î,¥[±j¿j³y,0631201,95.67,6,2,2,¦³,µL,5800000,60625,,0.0,0,,RPPNMLMJNHMFFHR86CA
¥Ã±d°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¥Ã±d°Ï¥Ã±d¨½¥Ã¤j¤@¸ô31~60¸¹,80.0,°Ó,,,1060407,¤g¦a1«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¦í°Ó¥Î,¿ûµ¬²V¾®¤g³y,0940502,255.35,4,2,2,¦³,µL,11680000,45741,,0.0,0,,RPPOMLMJNHMFFHR96CA
¥Ã±d°Ï,¤g¦a,³»¦w¬q781~810¦a¸¹,56.35,¦í,,,1060412,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,250000,4437,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPSOMLMJNHMFFHR27CA
¤¯¼w°Ï,¤g¦a,·s¤u¬q811~840¦a¸¹,53.56,¦í,,,1060301,¤g¦a5«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1027300,19180,,0.0,0,,RPUNMLQKNHMFFFR67CA
Ãö¼q°Ï,¤g¦a,¥_ªá¬q1141~1170¦a¸¹,88.0,¦í,,,1060330,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1130000,12841,,0.0,0,,RPXNMLRKNHMFFFR08CA
Ãö¼q°Ï,¤g¦a,¥¬³U§À¬q31~60¦a¸¹,4398.75,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,1060417,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,13600000,3092,,0.0,0,,RPUNMLMLNHMFFFR37CA
Ãö¼q°Ï,¤g¦a,¤U´ò¬q781~810¦a¸¹,1746.0,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,1060417,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,3840000,2199,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPSNMLMJNHMFFFR96CA
Âk¤¯°Ï,¤g¦a,ªL¤lÃä¬q571~600¦a¸¹,3106.0,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,1060409,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,3106000,1000,,0.0,0,,RPPNMLNJNHMFFFR76CA
·s¥«°Ï,¤g¦a,¤jÀç¬q3001~3030¦a¸¹,241.0,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,1060418,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,2675100,11100,,0.0,0,,RPQNMLOLNHMFFER07CA
µ½¤Æ°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«µ½¤Æ°Ï¥úµØ¸ô1~30¸¹,77.21,¦í,,,1060406,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¦í°Ó¥Î,¿ûµ¬²V¾®¤g³y,0761207,160.67,4,2,3,¦³,µL,7400000,46057,,0.0,0,,RPPNMLQLNHMFFER17CA
µ½¤Æ°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O«n¥«µ½¤Æ°Ï¤å¤Æ¸ô1~30¸¹,28.74,¦í,,,1060324,¤g¦a1«Øª«1¨®¦ì1,¤Q¼h,¤Q¤G¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0960927,151.76,3,2,2,¦³,¦³,6000000,39536,©Y¹D¥­­±,0.0,0,,RPQNMLQLNHMFFER27CA
Âk¤¯°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«Âk¤¯°Ï¤C¥Ò¨½«n¼æ¤Tµó162«Ñ3§Ë1~30¸¹,90.21,,¯S©w¹A·~°Ï,¥ÒºØ«Ø¿v¥Î¦a,1060326,¤g¦a2«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¦í®a¥Î,¿û°©¿ûµ¬²V¾®¤g³y,0830701,169.76,3,2,3,¦³,µL,3700000,21795,,0.0,0,,RPPOMLTJNHMFFFR47CA
¤¯¼w°Ï,¤g¦a,¤W±[¬q391~420¦a¸¹,0.64,¨ä¥L,,,1060419,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,15000,0,,0.0,0,,RPUNMLKKNHMFFFR07CA
¤¯¼w°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¤¯¼w°Ï¤G¦æ¨½¤¤¥¿¦è¸ô211~240¸¹,79.2,°Ó,,,1060401,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¨£¨ä¥Lµn°O¨Æ¶µ,1050930,233.76,4,2,5,¦³,µL,11250000,48126,,0.0,0,,RPSNMLLKNHMFFFR96CA
Âk¤¯°Ï,¤g¦a,¤K¥Ò¬q3031~3060¦a¸¹,995.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,1060306,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,11300000,11357,,0.0,0,¦³¦X¨Ö¨Ï¥Î¤§¥æ©ö¡C,RPPNMLMKNHMFFFR76CA
¦w«n°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¦w«n°Ï®ü¦ú¸ô¤G¬q92«Ñ1~30¸¹,86.54,¦í,,,1060328,¤g¦a1«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1050713,176.72,4,2,5,¦³,µL,9500000,53757,,0.0,0,,RPSNMLRKNHMFFBD48DA
¥Ã±d°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¥Ã±d°Ï¥Ã¤Gµó244«Ñ8§Ë1~30¸¹,61.49,¦í,,,1060421,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤G¼h,³z¤Ñ­í,¦í®a¥Î,¥[±j¿j³y,0681101,98.66,3,2,2,¦³,µL,3700000,37503,,0.0,0,,RPRNMLQLNHMFFHR67CA
¥Ã±d°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¥Ã±d°Ï´_µØ¨½´_µØ¤Tµó61~90¸¹,8.83,¨ä¥L,,,1060416,¤g¦a1«Øª«1¨®¦ì0,¤Q¤@¼h,¤Q¤E¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0840908,91.06,3,2,2,¦³,¦³,2480000,27235,,0.0,0,,RPSNMLNJNHMFFHR27CA
¥Ã±d°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¥Ã±d°Ï±X¤s¨½¤j¤¯µó199«Ñ1~30¸¹,13.49,¦í,,,1060324,¤g¦a1«Øª«1¨®¦ì0,¤T¼h,¤»¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0811118,64.8,2,1,1,¦³,µL,2050000,31636,,0.0,0,,RPXNMLNJNHMFFHR77CA
¥Ã±d°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¥Ã±d°Ï¤jÆW¸ô764«Ñ31~60¸¹,4.11,¦í,,,1060412,¤g¦a1«Øª«1¨®¦ì0,¤­¼h,¤»¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0940708,16.64,1,1,1,¦³,¦³,730000,43870,,0.0,0,,RPPOMLOJNHMFFHR17CA
¥Ã±d°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¥Ã±d°ÏªF¾ô¤T¸ô466«Ñ1~30¸¹,123.28,¦í,,,1060413,¤g¦a2«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0980722,237.83,5,2,5,¦³,µL,16000000,67275,,0.0,0,§t¼W«Ø©Î¥¼µn°O«Øª«,RPTOMLPJNHMFFHR67CA
¥Ã±d°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O«n¥«¥Ã±d°ÏªF¾ô¤T¸ô121~150¸¹,19.28,°Ó,,,1060324,¤g¦a1«Øª«1¨®¦ì1,¤Q¤@¼h,¤G¤Q¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¨£¨ä¥Lµn°O¨Æ¶µ,1050512,185.13,3,2,2,¦³,¦³,10200000,55096,©Y¹D¥­­±,0.0,1000000,,RPTPMLPJNHMFFHR77CA
¥Ã±d°Ï,¤g¦a,¥Ã¤G¬q91~120¦a¸¹,28.76,¦í,,,1060419,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1739828,60495,,0.0,0,,RPXOMLLKNHMFFHR77CA
¥Ã±d°Ï,¤g¦a,¥ÃµØ¬q1351~1380¦a¸¹,464.74,¨ä¥L,,,1060417,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,2126125,4575,,0.0,0,,RPRNMLMLNHMFFHR27CA
¥Ã±d°Ï,¤g¦a,¥ÃµØ¬q1351~1380¦a¸¹,4492.31,¦í,,,1060417,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,199761828,44468,,0.0,0,,RPSNMLMLNHMFFHR37CA
¤¯¼w°Ï,¤g¦a,¤Ó¤l¬q271~300¦a¸¹,2.13,¦í,,,1060416,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,31500,14789,,0.0,0,¦@¦³¤g¦a«ù¤À¶R½æ,RPUNMLTKNHMFFFR08DA
¬hÀç°Ï,¤g¦a,ªG¼Ý«á¬q1561~1590¦a¸¹,63.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,1060422,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,99000,1571,,0.0,0,,RPSNMLMJNHMFFAR56DA
ÆQ¤ô°Ï,¤g¦a,·s©¤¬q61~90¦a¸¹,1.28,¨ä¥L,,,1060420,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,13335,10418,,0.0,0,Åv§Q¤H¦@3¤H¡C¥»®×¤g¦a«Y¹D¸ô¥Î¦a,RPUNMLMJNHMFFAR76DA
¬hÀç°Ï,¤g¦a,¬hÀç¬q·Å­íú@¤p¬q1471~1500¦a¸¹,2400.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,1060307,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,3600000,1500,,0.0,0,,RPSNMLTJNHMFFAR27DA
«á¾À°Ï,¤g¦a,·s´äªF¬q·s´äªF¤p¬q1921~1950¦a¸¹,2700.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,1060406,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,2400000,889,,0.0,0,,RPQNMLMJNHMFFBR98CA
¥Õªe°Ï,¤g¦a,ÁTºß´ò¬q¤ì®j¼d¤p¬q601~630¦a¸¹,2806.0,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,1060308,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1500000,535,,0.0,0,,RPVNMLMJNHMFFBR86CA
«á¾À°Ï,¤g¦a,ªøµu¾ð¬q3091~3120¦a¸¹,2500.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,1060424,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,3375000,1350,,0.0,0,,RPUNMLRKNHMFFBR37CA
¤UÀç°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¤UÀç°Ï«áµó¨½22¾F¤j©¾µó62«Ñ1~30¸¹,90.0,¦í,,,1060419,¤g¦a2«Øª«1¨®¦ì0,¥þ,¤G¼h,³z¤Ñ­í,¦í°Ó¥Î,¥[±j¿j³y,0701230,112.16,5,2,2,¦³,µL,1500000,13374,,0.0,0,,RPPNMLMJNHMFFCR98CA
³Â¨§°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«³Â¨§°ÏÀs¬u¨½10¾F·¾¤láY91~120¸¹,115.53,¦í,,,1060411,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1000121,169.32,4,2,3,¦³,µL,6360000,37562,,0.0,0,,RPTNMLMJNHMFFCR76CA
¤UÀç°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¤UÀç°Ï¥Ò¤¤¨½7¾F¤¤ÉÜ¤l31~60¸¹,154.88,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,1060309,¤g¦a2«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0800429,188.89,3,2,2,¦³,µL,2350000,12441,,0.0,0,,RPWNMLMJNHMFFCR07CA
¤»¥Ò°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¤»¥Ò°ÏÀt´ä¨½Àt¤l´ä303«Ñ15§Ë1~30¸¹,116.5,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,1060409,¤g¦a3«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¦í®a¥Î,¨£¨ä¥Lµn°O¨Æ¶µ,1040722,217.56,5,2,5,¦³,µL,6200000,28498,,0.0,0,,RPXNMLMJNHMFFCR17CA
©x¥Ð°Ï,¤g¦a,Âí«n¬q841~870¦a¸¹,510.1,¦í,,,1060421,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1173230,2300,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C(¥]§t)¤½¦@³]¬I«O¯d¦a¤§¥æ©ö¡C,RPSNMLPJNHMFFCR96CA
¤UÀç°Ï,¤g¦a,Àç«n¬q931~960¦a¸¹,173.27,¦í,,,1060501,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,3144850,18150,,0.0,0,,RPPNMLRJNHMFFCR86CA
ÆQ¤ô°Ï,¤g¦a,Åw¶®¬q181~210¦a¸¹,450.65,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,1060417,¤g¦a4«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,2490080,5526,,0.0,0,,RPPNMLRJNHMFFAR66CA
¦w«n°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¦w«n°Ï¦w¤¤¸ô¥|¬q211«Ñ91~120¸¹,89.25,¦í,,,1060418,¤g¦a1«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1041105,198.48,4,2,4,¦³,µL,7500000,37787,,0.0,0,,RPSNMLMLNHMFFBD97CA
¦w«n°Ï,¤g¦a,¦úªF¬q631~660¦a¸¹,2543.15,¹A,,,1060331,¤g¦a3«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,6800000,2674,,0.0,0,,RPVNMLMLNHMFFBD28CA
ªF°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O«n¥«ªF°Ï±R©ú¤Q¤»µó31~60¸¹,22.33,¦í,,,1060401,¤g¦a1«Øª«1¨®¦ì1,¤C¼h,¤C¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤gºc³y,0831102,118.72,5,2,2,¦³,µL,5600000,47170,©Y¹D¾÷±ñ,0.0,0,§t¼W«Ø©Î¥¼µn°O«Øª«¡C,RPWPMLLJNHMFFCD38CA
«n°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥««n°Ï©²½nµó91~120¸¹,3.82,¦í,,,1060301,¤g¦a2«Øª«1¨®¦ì0,¤G¼h,¤C¼h,®M©Ð(1©Ð1ÆU1½Ã),¦í®a¥Î,¿ûµ¬²V¾®¤gºc³y,0801102,31.75,1,1,1,¦³,¦³,1130000,35591,,0.0,0,,RPSOMLMJNHMFFCD97CA
«n°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥««n°Ïª÷µØ¸ô¤G¬q421~450¸¹,47.48,¦í,,,1060301,¤g¦a1«Øª«1¨®¦ì0,¦a¤U¼h,¤C¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤gºc³y,0690125,199.97,0,0,0,µL,µL,5500000,27504,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPRNMLNJNHMFFCD87CA
ªF°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«ªF°Ï¸Îµ½µó1~30¸¹,85.19,¦í,,,1060401,¤g¦a1«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¨£¨ä¥Lµn°O¨Æ¶µ,0921107,208.18,4,3,4,¦³,µL,10600000,50917,,0.0,0,,RPSNMLNJNHMFFCD97CA
«n°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥««n°ÏÆW¸Ì¸ô722«Ñ1~30¸¹,104.0,¦í,,,1060401,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤gºc³y,1040720,179.3,5,2,3,¦³,µL,9850000,54936,,0.0,0,,RPXOMLNJNHMFFCD58CA
