¶mÂí¥«°Ï,¥æ©ö¼Ðªº,¤g¦a°Ï¬q¦ì¸m©Î«Øª«°ÏªùµP,¤g¦a²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î½s©w,¥æ©ö¦~¤ë¤é,¥æ©öµ§´É¼Æ,²¾Âà¼h¦¸,Á`¼Ó¼h¼Æ,«Øª««¬ºA,¥D­n¥Î³~,¥D­n«Ø§÷,«Ø¿v§¹¦¨¦~¤ë,«Øª«²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,«Øª«²{ªp®æ§½-©Ð,«Øª«²{ªp®æ§½-ÆU,«Øª«²{ªp®æ§½-½Ã,«Øª«²{ªp®æ§½-¹j¶¡,¦³µLºÞ²z²ÕÂ´,Á`»ù¤¸,³æ»ù¨C¥­¤è¤½¤Ø,¨®¦ìÃþ§O,¨®¦ì²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,¨®¦ìÁ`»ù¤¸,³Æµù,½s¸¹
ªF°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«ªF°Ï¤¬§Uµó1~30¸¹,35.33,°Ó,,,1060401,¤g¦a2«Øª«2¨®¦ì0,¤@¼h¡AÃM¼Ó¡A¦a¤U¼h,¤­¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0770815,197.76,4,4,3,¦³,µL,9528965,48184,,0.0,0,,RPQRMLOLNHMFFAB08CA
«n°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥««n°Ï¾Ç©²¸ô168«Ñ1~30¸¹,3.88,¦í,,,1060401,¤g¦a3«Øª«1¨®¦ì0,¤E¼h,¤Q¤E¼h,®M©Ð(1©Ð1ÆU1½Ã),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0860428,43.01,1,0,1,¦³,¦³,1760000,40921,,0.0,0,,RPSNMLSKNHMFFAB18CA
«n°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥««n°Ï¤u¾Ç¥_¸ô91~120¸¹,20.51,¦í,,,1060301,¤g¦a1«Øª«1¨®¦ì2,¤T¼h,¤G¤Q¤G¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1050913,219.55,3,2,2,¦³,¦³,11200000,51013,©Y¹D¥­­±,77.42,0,,RPSPMLSKNHMFFAB38CA
«n°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥««n°Ï©¾©ú«n¸ô1081~1110¸¹,27.03,¦í,,,1040301,¤g¦a1«Øª«1¨®¦ì2,¤T¼h,¤G¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1060213,230.11,4,2,2,¦³,¦³,15400000,71617,©Y¹D¥­­±,44.4,2100000,,RPUQMLTKNHMFFAB78CA
«n°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥««n°Ï©¾©ú«n¸ô1081~1110¸¹,21.46,¦í,,,1030201,¤g¦a1«Øª«1¨®¦ì1,¤T¼h,¤G¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1060213,176.66,3,2,2,¦³,¦³,11020000,65576,©Y¹D¥­­±,23.86,1000000,,RPPQMLTKNHMFFAB28CA
«n°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥««n°Ï©¾©ú«n¸ô1081~1110¸¹,21.43,¦í,,,1030901,¤g¦a1«Øª«1¨®¦ì1,¤T¼h,¤G¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1060213,176.4,3,2,2,¦³,¦³,12500000,74734,©Y¹D¥­­±,23.86,1100000,,RPRQMLTKNHMFFAB48CA
ªF°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«ªF°Ï¤Q¥Ò¸ô331~360¸¹,133.96,¦í,,,1060301,¤g¦a1«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0931029,297.12,5,4,5,¦³,µL,27600000,92892,,0.0,0,,RPXPMLSJOHMFFAB88CA
¦è°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¦è°ÏµØ¬ü¦èµó¤@¬q31~60¸¹,5.06,¦í,,,1060401,¤g¦a1«Øª«1¨®¦ì0,¤­¼h,¤Q¤G¼h,®M©Ð(1©Ð1ÆU1½Ã),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0780805,44.28,1,1,1,¦³,¦³,515028,11631,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPTOMLQJOHMFFAB18CA
¦è°Ï,¤g¦a,¤g®w¬q1~30¦a¸¹,9.0,¦í,,,1060301,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1542690,171410,,0.0,0,,RPVNMLSJOHMFFAB48CA
¦è°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¦è°Ï¦wÀs¨½9¾F©¾¶Ôµó181~210¸¹,35.7,¦í,,,1060401,¤g¦a2«Øª«1¨®¦ì0,¤­¼h,¤­¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0750825,116.7,3,2,2,¦³,µL,4600000,39417,,0.0,0,,RPRPMLLMNHMFFAB77CA
¦è°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¦è°Ï¤T¥Á¸ô¤@¬q50«Ñ1~30¸¹,1.81,¦í,,,1060401,¤g¦a2«Øª«1¨®¦ì0,¤E¼h,¤Q¤E¼h,®M©Ð(1©Ð1ÆU1½Ã),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0840113,23.740000000000002,1,1,1,¦³,¦³,500000,21061,,0.0,0,,RPUNMLKMNHMFFAB77CA
ªF°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«ªF°Ï®¶¿³¸ô358«Ñ1~30¸¹,83.0,¦í,,,1060301,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¦í¤u¥Î,¿ûµ¬²V¾®¤g³y,0710825,199.11,5,2,5,¦³,µL,9150000,45954,,0.0,0,,RPPNMLRLNHMFFAB87CA
¦è°Ï,¤g¦a,«á‚W¤l¬q121~150¦a¸¹,19.9,¨ä¥L,,,1060401,¤g¦a3«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,923051,46384,,0.0,0,(¥]§t)¤½¦@³]¬I«O¯d¦a¤§¥æ©ö¡C,RPQNMLQLNHMFFAB87CA
¤¤°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¤¤°Ï¤¤µØ¸ô¤@¬q61~90¸¹,35.64,°Ó,,,1060301,¤g¦a2«Øª«1¨®¦ì2,¤@¼h¡A¤G¼h¡AÃM¼Ó¡A¨£¨ä¥Lµn°O¨Æ¶µ,¤Q¤G¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1040925,259.43,0,0,0,µL,¦³,24820000,114957,©Y¹D¥­­±,67.88,2800000,,RPWNMLQLNHMFFAB48CA
«n°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥««n°Ï©¾©ú«n¸ô1081~1110¸¹,22.48,¦í,,,1031201,¤g¦a1«Øª«1¨®¦ì2,¥|¼h,¤G¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1060213,195.51999999999998,3,2,2,¦³,¦³,13240000,67717,©Y¹D¥­­±,44.4,0,,RPURMLOLNHMFFAB48CA
¥_°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_°ÏªZ©÷¸ô181~210¸¹,81.37,¦í,,,1060301,¤g¦a1«Øª«1¨®¦ì0,¤@¼h¡A¤T¼h¡AÃM¼Ó¡A¦a¤U¼h,¤Q¤»¼h,©±­±(©±¾Q),°Ó·~¥Î,¿ûµ¬²V¾®¤g³y,0781019,629.2,0,3,3,¦³,¦³,18000000,28608,,0.0,0,,RPPNMLLKNHMFFBB27CA
¥_°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_°Ï¤Ñ²»µó211~240¸¹,21.24,¦í,,,1060301,¤g¦a1«Øª«1¨®¦ì0,¤@¼h¡A¤G¼h¡A¤T¼h¡AÃM¼Ó,¤Q¤G¼h,©±­±(©±¾Q),¨£¨ä¥¦µn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0851015,170.73000000000002,4,1,2,¦³,¦³,6690000,39185,,0.0,0,,RPVOMLLKNHMFFBB97CA
¥_°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_°Ï¤Ñ²»µó211~240¸¹,21.24,¦í,,,1060301,¤g¦a1«Øª«1¨®¦ì0,¤@¼h¡A¤G¼h¡A¤T¼h¡AÃM¼Ó,¤Q¤G¼h,©±­±(©±¾Q),¨£¨ä¥¦µn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0851015,170.58,4,1,2,¦³,¦³,6690000,39219,,0.0,0,,RPWOMLLKNHMFFBB08CA
¥_°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_°Ï¤Ó­ì¸ô¤T¬q1~30¸¹,36.56,¦í,,,1060401,¤g¦a1«Øª«1¨®¦ì0,¤@¼h,¤­¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0720505,92.42,3,2,2,¦³,µL,5280000,57130,,0.0,0,,RPTPMLMKNHMFFBB97CA
¥_°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_°Ï¤s¦è¸ô¤@¬q61~90¸¹,14.91,¦í,,,1060401,¤g¦a2«Øª«1¨®¦ì1,¤G¼h,¤Q¤G¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0880624,99.63,3,1,1,¦³,¦³,5000000,50186,©Y¹D¥­­±,0.0,0,,RPUPMLMKNHMFFBB08CA
¥_°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_°ÏªF¥ú¤Tµó1~30¸¹,28.66,¦í,,,1060401,¤g¦a1«Øª«1¨®¦ì1,¤T¼h,¤Q¤T¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥¦µn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1051114,154.99,2,2,2,¦³,¦³,7880000,50842,©Y¹D¥­­±,0.0,0,,RPVOMLMKNHMFFBB08CA
¥_¤Ù°Ï,¤g¦a,ªø¦w¬q841~870¦a¸¹,99.0,¦í,,,1060301,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,4064891,41060,,0.0,0,¤G¿Ëµ¥¤§¶¡ªº¶R½æ,RPOQMLMKNHMFFBB57CA
¥_¤Ù°Ï,¤g¦a,ªø¦w¬q841~870¦a¸¹,107.0,¦í,,,1060301,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,4393367,41060,,0.0,0,¤Gµ¥¿Ë¤§¶¡ªº¶R½æ,RPPQMLMKNHMFFBB67CA
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_¤Ù°Ï±R¼w¸ô¤G¬q451~480¸¹,13.69,¦í,,,1060401,¤g¦a1«Øª«1¨®¦ì1,¤Q¤K¼h,¤G¤Q¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¨£¨ä¥¦µn°O¨Æ¶µ,0931110,162.79,3,2,2,¦³,¦³,11150000,77248,©Y¹D¥­­±,32.69,1100000,§t¼W«Ø©Î¥¼µn°O«Øª«¡C,RPTNMLPKNHMFFBB08CA
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_¤Ù°ÏªF¤s¸ô¤@¬q147«Ñ241~270¸¹,32.05,¦í,,,1030501,¤g¦a1«Øª«1¨®¦ì1,¤T¼h,¤Q¤G¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥¦µn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1050921,151.66,0,0,0,¦³,¦³,7720000,57123,©Y¹D¥­­±,35.77,1100000,,RPWNMLPKNHMFFBB38CA
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_¤Ù°ÏªF¤s¸ô¤@¬q147«Ñ241~270¸¹,32.05,¦í,,,1030401,¤g¦a1«Øª«1¨®¦ì1,¤C¼h,¤Q¤G¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥¦µn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1050921,151.66,0,0,0,¦³,¦³,7440000,56260,©Y¹D¥­­±,35.77,920000,,RPOOMLPKNHMFFBB67CA
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_¤Ù°ÏªF¤s¸ô¤@¬q147«Ñ241~270¸¹,26.3,¦í,,,1060301,¤g¦a1«Øª«1¨®¦ì1,¤E¼h,¤Q¤G¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥¦µn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1050921,130.8,0,0,0,¦³,¦³,6800000,51988,©Y¹D¥­­±,35.77,0,,RPPOMLPKNHMFFBB77CA
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_¤Ù°ÏªF¥ú¸ô781~810¸¹,10.98,¦í,,,1060301,¤g¦a1«Øª«1¨®¦ì1,¤»¼h,¤Q¤C¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0830824,131.92000000000002,3,2,2,¦³,¦³,5600000,42450,©Y¹D¾÷±ñ,0.0,0,,RPROMLPKNHMFFBB97CA
¥_°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_°ÏªF¥ú¤Tµó1~30¸¹,28.66,¦í,,,1040101,¤g¦a1«Øª«1¨®¦ì1,¥|¼h,¤Q¤T¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥¦µn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1051114,154.99,2,2,2,¦³,¦³,7100000,46253,©Y¹D¥­­±,25.27,1100000,,RPWPMLRKNHMFFBB78CA
¥_°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_°Ï¤Ñ¬z¤@µó1~30¸¹,68.0,¦í,,,1060301,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤G¼h,³z¤Ñ­í,¦í®a¥Î,¥[±j¿j³y,0740627,110.54,5,3,2,¦³,µL,13400000,121223,,0.0,0,,RPTNMLSKNHMFFBB38CA
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_¤Ù°Ï­xºÖ¤Q¤»¸ô271~300¸¹,13.08,°Ó,,,1060401,¤g¦a1«Øª«1¨®¦ì1,¤@¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥¦µn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1030613,152.0,4,2,2,¦³,¦³,8450000,55592,©Y¹D¥­­±,30.96,0,,RPXOMLRKNHMFFBB78CA
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_¤Ù°Ïªe¥_¸ô¤G¬q181~210¸¹,28.66,¦í,,,1060301,¤g¦a1«Øª«1¨®¦ì1,¤C¼h,¤C¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0800927,139.82999999999998,3,1,2,¦³,µL,2106558,15065,¤É­°¾÷±ñ,0.0,0,¤G¿Ëµ¥¤§¶¡¶R½æ,RPRPMLQKNHMFFBB18CA
¥_°Ï,¤g¦a,°®·¾¤l¬q121~150¦a¸¹,25.0,¦í,,,1060401,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,320000,12800,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C¬J¦¨«Ñ¹D,RPTPMLQKNHMFFBB38CA
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_¤Ù°Ï«Ø©M¸ô¤@¬q421~450¸¹,21.02,¦í,,,1060401,¤g¦a1«Øª«1¨®¦ì1,¤­¼h,¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1030923,145.88,3,2,2,¦³,µL,7300000,50041,©Y¹D¾÷±ñ,14.73,0,,RPUOMLQKNHMFFBB38CA
¥_°Ï,¤g¦a,°®·¾¤l¬q91~120¦a¸¹,11.0,¦í,,,1060401,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,2096710,190610,,0.0,0,¦V¬F©²¾÷Ãö©ÓÁÊ¤§®×¥ó¡C,RPTQMLNLNHMFFBB28CA
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_¤Ù°Ï´°¤Æ¸ô¤@¬q631~660¸¹,20.25,¦í,,,1060101,¤g¦a3«Øª«1¨®¦ì1,¤»¼h,¤Q¤G¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥¦µn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1060310,126.28,2,2,1,¦³,¦³,9650000,86410,©Y¹D¾÷±ñ,24.44,850000,,RPUQMLQLNHMFFBB68CA
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_¤Ù°Ï´°¤Æ¸ô¤@¬q631~660¸¹,28.97,¦í,,,1060401,¤g¦a3«Øª«1¨®¦ì1,¤C¼h,¤Q¤G¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥¦µn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1060310,170.66,3,2,2,¦³,¦³,12600000,80358,©Y¹D¾÷±ñ,24.44,850000,,RPVQMLQLNHMFFBB78CA
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_¤Ù°Ï´°¤Æ¸ô¤@¬q631~660¸¹,19.0,¦í,,,1040701,¤g¦a3«Øª«1¨®¦ì1,¤»¼h,¤Q¤G¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥¦µn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1060310,126.24000000000001,2,2,1,¦³,¦³,9560000,86295,©Y¹D¥­­±,32.26,1450000,,RPWQMLQLNHMFFBB88CA
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_¤Ù°Ï´°¤Æ¸ô¤@¬q631~660¸¹,20.25,¦í,,,1060401,¤g¦a3«Øª«1¨®¦ì1,¤K¼h,¤Q¤G¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥¦µn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1060310,126.28,2,2,1,¦³,¦³,9670000,86606,©Y¹D¾÷±ñ,24.44,850000,,RPXQMLQLNHMFFBB98CA
¥_°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_°Ï©¾¤ÓªF¸ô91~120¸¹,7.99,¦í,,,1060301,¤g¦a1«Øª«1¨®¦ì1,¤Q¤E¼h,¤G¤Q¤@¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0840607,93.80000000000001,2,2,1,¦³,¦³,3500000,37313,©Y¹D¾÷±ñ,0.0,0,§t¼W«Ø©Î¥¼µn°O«Øª«¡C,RPPPMLSKNHMFFBB18CA
¥_°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_°Ï¿w¦æ¸ô296«Ñ1~30¸¹,27.87,¦í,,,1060401,¤g¦a1«Øª«1¨®¦ì0,¤G¼h,¤­¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0760224,87.76,3,2,1,¦³,µL,4000000,45579,,0.0,0,,RPTPMLSKNHMFFBB58CA
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_¤Ù°ÏÉÜ¬üµó151~180¸¹,29.31,¦í,,,1060401,¤g¦a1«Øª«1¨®¦ì1,¤T¼h,¤Q¤G¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥¦µn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1050523,169.4,3,2,2,¦³,¦³,10850000,64050,©Y¹D¥­­±,28.12,0,,RPRPMLNLNHMFFBB97CA
¥_°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_°ÏÂù¤Q¸ô¤G¬q100«Ñ8§Ë1~30¸¹,19.0,°Ó,,,1060401,¤g¦a1«Øª«1¨®¦ì0,¤T¼h,¤­¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0670706,58.07,2,1,1,¦³,µL,2600000,44774,,0.0,0,§t¼W«Ø©Î¥¼µn°O«Øª«¡C,RPSNMLMLNHMFFBB77CA
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_¤Ù°Ï­xºÖ¤Q¤K¸ô181~210¸¹,138.7,¦í,,,1060401,¤g¦a2«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¨£¨ä¥¦µn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1040728,389.29999999999995,6,2,5,¦³,¦³,35000000,89905,,0.0,0,,RPROMLPJOHMFFBB97CA
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_¤Ù°ÏªQ¦Ë¸ô¤G¬q337«Ñ1~30¸¹,24.07,¦í,,,1060401,¤g¦a1«Øª«1¨®¦ì1,¤­¼h,¤C¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0820317,111.31,3,2,2,¦³,¦³,5650000,50759,©Y¹D¥­­±,0.0,0,,RPSNMLRJOHMFFBB18CA
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_¤Ù°Ï±R¼w¤G¸ô¤@¬q186«Ñ31~60¸¹,12.96,¦í,,,1060401,¤g¦a3«Øª«1¨®¦ì0,¥|¼h,¤C¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0811110,74.69,2,1,1,¦³,¦³,3480000,46593,,0.0,0,,RPSNMLMJOHMFFBB67CA
¥_¤Ù°Ï,¤g¦a,¦Pºa¬q601~630¦a¸¹,9.83,¨ä¥L,,,1060401,¤g¦a10«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,550000,55951,,0.0,0,(¥]§t)¤½¦@³]¬I«O¯d¦a¤§¥æ©ö¡C,RPQNMLTLNHMFFBB28CA
¥_°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_°Ïº~¤f¸ô¥|¬q91~120¸¹,2.41,¦í,,,1060401,¤g¦a1«Øª«1¨®¦ì0,¤­¼h,¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0850716,33.44,1,0,1,¦³,¦³,1600000,47847,,0.0,0,,RPQOMLNJOHMFFBB67CA
¥_°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_°Ï¤­Åv¸ô211~240¸¹,21.29,°Ó,,,1040301,¤g¦a1«Øª«1¨®¦ì1,¤C¼h,¤Q¤G¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥¦µn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1060118,145.45,2,2,2,¦³,¦³,10890000,88338,©Y¹D¥­­±,36.89,1300000,,RPVOMLNJOHMFFBB18CA
¥_°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_°Ï¤­Åv¸ô211~240¸¹,22.17,°Ó,,,1031001,¤g¦a1«Øª«1¨®¦ì1,¤Q¼h,¤Q¤G¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥¦µn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1060118,151.43,2,2,2,¦³,¦³,11680000,91060,©Y¹D¥­­±,36.89,1250000,,RPWOMLNJOHMFFBB28CA
¤Ó¥­°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¤Ó¥­°Ï·s°ª¸ô31~60¸¹,75.87,¦í,,,1060301,¤g¦a2«Øª«1¨®¦ì0,¥þ,¤G¼h,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¥[±j¿j³y,0621221,110.88,5,2,4,¦³,µL,8520000,76840,,0.0,0,,RPSOMLQJOHMFFHL17CA
¤Ó¥­°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¤Ó¥­°Ïªø¦w¤Q¤@µó39«Ñ1~30¸¹,79.93,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,1060401,¤g¦a1«Øª«1¨®¦ì1,¥þ,¤T¼h,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0830830,169.56,4,2,3,¦³,¦³,7200000,42463,©Y¹D¥­­±,0.0,0,,RPTOMLQJOHMFFHL27CA
